Customer ID,Invoice,InvoiceDate,Quantity,Price
10023,500386,2026-05-08 00:00:00,4,42.61
10153,501206,2025-06-07 00:00:00,1,3.91
10109,501103,2026-05-05 00:00:00,1,7.98
10074,500938,2026-06-08 00:00:00,4,29.33
10073,500929,2025-11-18 00:00:00,4,14.72
10019,500325,2026-06-15 00:00:00,3,44.64
10012,500182,2025-11-22 00:00:00,1,37.87
10054,500782,2026-04-09 00:00:00,1,27.22
10048,500745,2026-07-16 00:00:00,1,30.39
10057,500813,2026-05-14 00:00:00,1,26.8
10019,500328,2026-07-11 00:00:00,5,49.0
10112,501117,2026-05-24 00:00:00,2,11.01
10016,500261,2026-03-16 00:00:00,5,53.73
10086,501002,2026-02-08 00:00:00,1,9.43
10008,500123,2026-06-15 00:00:00,3,43.17
10069,500893,2025-11-18 00:00:00,1,16.29
10020,500336,2025-12-28 00:00:00,4,40.4
10039,500662,2026-06-20 00:00:00,1,51.03
10090,501017,2026-05-01 00:00:00,2,20.3
10014,500227,2026-03-17 00:00:00,5,39.41
10020,500343,2026-06-10 00:00:00,2,21.28
10031,500520,2026-04-05 00:00:00,4,38.36
10077,500962,2026-07-12 00:00:00,1,20.69
10022,500367,2026-01-24 00:00:00,5,19.83
10073,500927,2025-10-25 00:00:00,4,29.65
10050,500756,2026-07-05 00:00:00,1,28.65
10031,500516,2026-02-18 00:00:00,4,55.5
10123,501160,2025-10-14 00:00:00,2,8.86
10056,500806,2026-06-10 00:00:00,1,17.59
10147,501197,2025-08-31 00:00:00,2,14.76
10031,500517,2026-02-26 00:00:00,4,20.58
10039,500648,2026-04-03 00:00:00,6,34.01
10060,500830,2026-05-26 00:00:00,4,14.02
10025,500420,2026-07-21 00:00:00,4,50.41
10013,500204,2026-02-16 00:00:00,2,54.32
10036,500613,2026-04-07 00:00:00,2,51.71
10016,500271,2026-05-08 00:00:00,6,52.95
10111,501110,2026-05-04 00:00:00,1,10.6
10135,501177,2025-10-28 00:00:00,1,17.33
10103,501074,2026-03-09 00:00:00,3,6.35
10006,500091,2026-05-21 00:00:00,2,56.91
10063,500860,2026-06-11 00:00:00,3,15.13
10003,500029,2026-04-15 00:00:00,3,16.87
10042,500687,2026-02-21 00:00:00,4,12.37
10069,500899,2026-05-29 00:00:00,3,11.51
10044,500710,2026-07-17 00:00:00,4,28.19
10069,500893,2025-11-18 00:00:00,2,18.45
10008,500126,2026-06-25 00:00:00,6,20.21
10014,500221,2025-11-22 00:00:00,1,44.36
10097,501046,2026-03-19 00:00:00,1,13.99
10033,500559,2026-04-09 00:00:00,6,48.96
10151,501203,2025-12-06 00:00:00,1,17.96
10024,500394,2026-05-04 00:00:00,5,51.54
10035,500595,2026-05-10 00:00:00,4,19.83
10072,500923,2026-06-10 00:00:00,3,28.3
10024,500405,2026-07-27 00:00:00,3,36.57
10105,501084,2026-04-23 00:00:00,2,8.31
10031,500529,2026-05-10 00:00:00,3,19.2
10093,501033,2026-03-30 00:00:00,1,14.02
10039,500658,2026-05-20 00:00:00,3,37.12
10094,501035,2026-01-26 00:00:00,1,9.98
10019,500312,2025-11-29 00:00:00,3,17.49
10020,500334,2025-10-15 00:00:00,4,58.36
10090,501015,2026-03-22 00:00:00,1,19.59
10036,500607,2026-02-02 00:00:00,1,24.98
10039,500665,2026-07-15 00:00:00,2,38.0
10016,500262,2026-03-17 00:00:00,2,45.05
10014,500234,2026-06-04 00:00:00,2,46.96
10098,501053,2026-01-30 00:00:00,2,20.66
10007,500098,2026-05-24 00:00:00,3,28.29
10055,500795,2026-05-28 00:00:00,3,33.16
10067,500879,2025-11-17 00:00:00,1,28.67
10114,501125,2026-02-21 00:00:00,1,18.67
10022,500371,2026-03-05 00:00:00,3,36.4
10013,500207,2026-03-31 00:00:00,1,38.16
10039,500662,2026-06-20 00:00:00,5,48.55
10008,500129,2026-06-30 00:00:00,2,15.66
10024,500398,2026-05-28 00:00:00,1,34.46
10033,500561,2026-04-14 00:00:00,1,44.18
10004,500059,2026-07-23 00:00:00,5,33.86
10098,501054,2026-02-10 00:00:00,2,19.36
10067,500885,2026-06-22 00:00:00,4,16.2
10036,500616,2026-07-05 00:00:00,4,24.53
10015,500255,2026-07-23 00:00:00,2,45.51
10011,500177,2026-07-19 00:00:00,4,57.99
10071,500908,2026-01-24 00:00:00,3,15.47
10069,500896,2025-12-16 00:00:00,4,18.54
10125,501164,2025-05-14 00:00:00,1,13.85
10067,500884,2026-05-25 00:00:00,3,23.99
10113,501120,2025-12-13 00:00:00,3,11.34
10029,500476,2026-07-05 00:00:00,3,25.1
10019,500328,2026-07-11 00:00:00,4,26.58
10031,500533,2026-07-04 00:00:00,2,55.22
10026,500433,2026-06-27 00:00:00,2,51.53
10156,501212,2025-10-04 00:00:00,1,8.41
10017,500279,2026-05-07 00:00:00,2,44.86
10144,501191,2025-09-11 00:00:00,2,7.61
10160,501218,2025-11-15 00:00:00,2,13.12
10114,501124,2026-01-18 00:00:00,1,10.68
10005,500072,2026-04-26 00:00:00,2,26.22
10073,500931,2025-12-17 00:00:00,3,12.52
10038,500635,2026-07-06 00:00:00,4,59.8
10014,500222,2025-12-28 00:00:00,1,49.42
10076,500951,2025-12-08 00:00:00,2,26.52
10089,501011,2025-10-18 00:00:00,1,10.63
10023,500377,2026-02-25 00:00:00,2,22.88
10024,500403,2026-07-22 00:00:00,3,31.72
10114,501127,2026-04-15 00:00:00,2,9.85
10076,500953,2026-02-09 00:00:00,2,16.85
10071,500913,2026-05-18 00:00:00,4,10.24
10013,500216,2026-06-27 00:00:00,2,41.14
10007,500108,2026-06-22 00:00:00,1,24.08
10014,500224,2026-02-14 00:00:00,1,59.21
10027,500440,2026-05-22 00:00:00,3,22.64
10033,500564,2026-06-07 00:00:00,2,28.15
10020,500331,2025-10-08 00:00:00,3,15.25
10021,500354,2026-04-15 00:00:00,6,46.72
10006,500094,2026-06-20 00:00:00,6,49.31
10002,500023,2026-05-11 00:00:00,1,28.57
10029,500486,2026-07-18 00:00:00,6,33.78
10029,500470,2026-06-29 00:00:00,6,21.99
10008,500126,2026-06-25 00:00:00,1,52.89
10029,500486,2026-07-18 00:00:00,1,42.62
10020,500335,2025-11-06 00:00:00,6,54.52
10124,501163,2026-01-06 00:00:00,1,8.38
10063,500856,2026-05-17 00:00:00,2,18.87
10037,500623,2026-01-14 00:00:00,2,21.79
10004,500053,2026-04-09 00:00:00,4,41.15
10075,500949,2026-06-17 00:00:00,1,25.98
10049,500748,2026-04-28 00:00:00,2,26.85
10047,500734,2026-05-20 00:00:00,1,12.24
10015,500254,2026-07-17 00:00:00,1,57.75
10025,500408,2026-04-29 00:00:00,1,21.08
10112,501113,2026-04-24 00:00:00,1,22.12
10071,500914,2026-06-14 00:00:00,3,19.26
10062,500847,2026-07-11 00:00:00,3,15.25
10106,501085,2025-12-18 00:00:00,3,22.93
10016,500270,2026-05-07 00:00:00,3,56.07
10017,500288,2026-06-22 00:00:00,3,50.44
10111,501108,2025-11-29 00:00:00,2,21.57
10091,501023,2026-01-26 00:00:00,3,10.36
10145,501192,2025-03-29 00:00:00,1,7.99
10015,500245,2026-06-18 00:00:00,3,21.88
10017,500287,2026-06-21 00:00:00,1,45.25
10018,500308,2026-07-11 00:00:00,5,22.74
10106,501085,2025-12-18 00:00:00,1,5.52
10046,500721,2026-05-07 00:00:00,4,19.34
10046,500719,2026-03-05 00:00:00,1,11.96
10009,500143,2026-02-20 00:00:00,4,30.33
10014,500239,2026-08-01 00:00:00,4,39.15
10008,500118,2026-05-21 00:00:00,6,33.4
10041,500685,2026-06-10 00:00:00,3,16.53
10025,500422,2026-07-31 00:00:00,3,47.48
10033,500550,2025-12-16 00:00:00,6,31.6
10073,500929,2025-11-18 00:00:00,4,33.97
10029,500476,2026-07-05 00:00:00,6,31.18
10039,500658,2026-05-20 00:00:00,6,26.07
10038,500636,2026-07-06 00:00:00,4,52.2
10112,501115,2026-05-15 00:00:00,1,13.23
10029,500474,2026-07-04 00:00:00,2,47.62
10007,500108,2026-06-22 00:00:00,1,37.7
10013,500210,2026-06-01 00:00:00,2,53.65
10033,500557,2026-04-01 00:00:00,3,20.7
10029,500471,2026-07-01 00:00:00,5,18.23
10063,500858,2026-05-20 00:00:00,4,23.06
10068,500887,2025-12-20 00:00:00,2,34.94
10018,500300,2026-04-06 00:00:00,3,24.94
10015,500246,2026-06-23 00:00:00,1,50.75
10036,500615,2026-06-01 00:00:00,3,17.29
10052,500768,2026-02-16 00:00:00,2,14.96
10035,500600,2026-07-02 00:00:00,5,47.33
10010,500151,2026-04-03 00:00:00,6,27.97
10023,500382,2026-04-15 00:00:00,3,32.64
10072,500922,2026-05-23 00:00:00,1,10.49
10008,500130,2026-06-30 00:00:00,5,53.54
10013,500212,2026-06-21 00:00:00,5,50.23
10031,500521,2026-04-06 00:00:00,2,42.59
10002,500015,2025-12-20 00:00:00,4,28.68
10119,501150,2026-04-19 00:00:00,1,16.59
10025,500414,2026-06-22 00:00:00,1,54.03
10007,500112,2026-07-05 00:00:00,4,42.73
10008,500122,2026-06-10 00:00:00,4,50.43
10007,500101,2026-05-30 00:00:00,1,44.26
10007,500103,2026-06-07 00:00:00,2,21.44
10031,500525,2026-04-29 00:00:00,2,59.59
10044,500702,2025-10-24 00:00:00,2,29.94
10011,500176,2026-07-12 00:00:00,6,50.44
10072,500917,2026-02-22 00:00:00,3,17.34
10047,500736,2026-05-30 00:00:00,4,16.65
10044,500710,2026-07-17 00:00:00,4,25.84
10085,501001,2026-05-21 00:00:00,1,5.86
10119,501150,2026-04-19 00:00:00,1,13.17
10062,500843,2026-03-26 00:00:00,4,33.77
10008,500131,2026-07-06 00:00:00,2,20.39
10034,500567,2025-12-20 00:00:00,3,38.48
10019,500319,2026-03-08 00:00:00,3,58.69
10036,500613,2026-04-07 00:00:00,2,19.76
10030,500498,2026-06-01 00:00:00,4,15.62
10043,500694,2026-05-04 00:00:00,3,24.92
10015,500245,2026-06-18 00:00:00,5,30.36
10092,501027,2026-01-08 00:00:00,2,13.55
10008,500133,2026-07-18 00:00:00,5,32.45
10120,501155,2026-04-02 00:00:00,1,14.06
10032,500540,2026-04-05 00:00:00,4,44.83
10022,500374,2026-07-23 00:00:00,5,58.23
10003,500035,2026-05-10 00:00:00,6,38.43
10139,501184,2025-12-06 00:00:00,1,14.6
10012,500185,2026-01-06 00:00:00,6,25.27
10090,501019,2026-05-28 00:00:00,1,16.82
10012,500194,2026-06-28 00:00:00,5,42.03
10030,500510,2026-07-12 00:00:00,4,34.06
10013,500215,2026-06-26 00:00:00,6,32.76
10004,500051,2026-03-11 00:00:00,1,15.63
10036,500618,2026-07-20 00:00:00,6,57.32
10050,500755,2026-06-09 00:00:00,3,8.13
10054,500781,2025-12-30 00:00:00,2,25.27
10074,500943,2026-07-08 00:00:00,2,22.17
10016,500273,2026-05-13 00:00:00,3,25.81
10039,500658,2026-05-20 00:00:00,4,55.28
10036,500614,2026-04-22 00:00:00,1,58.16
10069,500897,2026-04-22 00:00:00,1,29.04
10029,500477,2026-07-05 00:00:00,1,30.85
10078,500969,2026-06-23 00:00:00,1,33.08
10030,500512,2026-07-19 00:00:00,6,53.68
10077,500960,2026-04-08 00:00:00,3,29.72
10035,500588,2026-03-06 00:00:00,2,48.66
10055,500791,2026-04-18 00:00:00,1,10.17
10122,501158,2025-09-09 00:00:00,1,10.27
10009,500142,2026-02-19 00:00:00,5,53.34
10056,500802,2026-02-15 00:00:00,3,29.81
10031,500533,2026-07-04 00:00:00,2,34.17
10055,500795,2026-05-28 00:00:00,2,10.54
10029,500481,2026-07-09 00:00:00,3,22.95
10048,500743,2026-06-06 00:00:00,2,22.82
10021,500359,2026-06-29 00:00:00,4,58.97
10014,500239,2026-08-01 00:00:00,5,20.93
10028,500456,2026-04-30 00:00:00,1,21.94
10097,501050,2026-05-13 00:00:00,2,17.06
10011,500172,2026-06-24 00:00:00,4,25.86
