Customer ID,Invoice,InvoiceDate,Quantity,Price
20022,700256,2026-06-10 00:00:00,1,48.56
20085,700594,2026-05-22 00:00:00,1,32.21
20032,700347,2026-05-20 00:00:00,3,40.1
20005,700047,2026-05-05 00:00:00,3,109.82
20016,700170,2026-05-01 00:00:00,3,67.48
20017,700189,2026-06-17 00:00:00,3,60.33
20089,700609,2026-02-27 00:00:00,1,43.78
20115,700673,2025-08-13 00:00:00,2,10.39
20004,700035,2026-02-06 00:00:00,3,113.6
20001,700001,2025-12-24 00:00:00,3,91.28
20044,700425,2026-02-15 00:00:00,3,32.88
20108,700662,2025-08-15 00:00:00,1,12.72
20023,700278,2026-07-10 00:00:00,2,112.82
20001,700008,2026-04-26 00:00:00,2,94.29
20098,700640,2026-01-09 00:00:00,2,26.23
20046,700444,2026-07-07 00:00:00,1,64.21
20004,700039,2026-05-27 00:00:00,3,50.41
20081,700575,2026-03-19 00:00:00,2,34.38
20023,700271,2026-03-22 00:00:00,3,64.39
20109,700663,2025-12-01 00:00:00,1,23.38
20047,700449,2026-05-23 00:00:00,1,26.5
20049,700455,2026-01-10 00:00:00,2,47.68
20021,700250,2026-07-26 00:00:00,3,118.65
20092,700618,2026-01-04 00:00:00,1,38.41
20134,700700,2025-09-22 00:00:00,2,35.86
20020,700240,2026-07-22 00:00:00,2,99.43
20086,700595,2026-03-09 00:00:00,2,49.75
20047,700450,2026-06-17 00:00:00,2,38.35
20104,700656,2025-10-03 00:00:00,1,12.14
20019,700211,2026-03-14 00:00:00,3,90.19
20130,700693,2026-01-25 00:00:00,1,30.57
20046,700444,2026-07-07 00:00:00,2,55.32
20001,700001,2025-12-24 00:00:00,1,117.59
20089,700608,2025-11-18 00:00:00,1,25.49
20066,700519,2025-12-23 00:00:00,1,46.03
20085,700594,2026-05-22 00:00:00,2,32.71
20096,700633,2026-01-06 00:00:00,2,26.35
20055,700482,2026-01-07 00:00:00,1,36.27
20006,700066,2026-06-02 00:00:00,2,113.52
20030,700332,2026-05-13 00:00:00,3,51.4
20056,700488,2026-04-21 00:00:00,2,44.8
20076,700559,2026-05-14 00:00:00,1,49.01
20127,700688,2025-11-13 00:00:00,1,21.02
20019,700221,2026-06-24 00:00:00,3,74.22
20049,700458,2026-03-22 00:00:00,2,55.76
20080,700571,2026-01-09 00:00:00,1,23.42
20031,700336,2026-06-20 00:00:00,3,34.64
20037,700379,2026-07-01 00:00:00,1,45.84
20017,700183,2026-05-21 00:00:00,3,108.86
20023,700271,2026-03-22 00:00:00,2,41.16
20003,700030,2026-05-09 00:00:00,3,57.67
20072,700541,2025-12-23 00:00:00,2,47.55
20004,700043,2026-07-20 00:00:00,2,105.57
20083,700583,2026-01-09 00:00:00,1,17.65
20036,700373,2026-07-01 00:00:00,3,49.7
20067,700523,2026-01-16 00:00:00,1,30.6
20076,700556,2025-12-28 00:00:00,1,37.2
20084,700587,2026-02-27 00:00:00,1,18.98
20045,700437,2026-06-18 00:00:00,3,69.04
20045,700432,2025-12-16 00:00:00,3,62.41
20053,700477,2025-10-14 00:00:00,1,30.17
20006,700065,2026-06-02 00:00:00,1,32.75
20004,700036,2026-03-19 00:00:00,1,114.51
20029,700326,2026-06-30 00:00:00,1,33.36
20018,700200,2026-06-29 00:00:00,2,47.02
20016,700175,2026-05-22 00:00:00,1,37.58
20020,700231,2026-07-10 00:00:00,1,32.69
20022,700259,2026-06-18 00:00:00,2,108.95
20043,700420,2026-06-01 00:00:00,3,31.37
20086,700596,2026-03-12 00:00:00,1,38.94
20008,700086,2026-05-15 00:00:00,3,36.66
20088,700606,2026-05-04 00:00:00,1,21.16
20033,700353,2026-02-23 00:00:00,3,63.11
20047,700450,2026-06-17 00:00:00,2,51.13
20038,700386,2026-06-20 00:00:00,3,39.37
20016,700178,2026-06-15 00:00:00,2,118.13
20053,700478,2026-05-15 00:00:00,1,16.18
20048,700452,2026-02-18 00:00:00,1,38.11
20002,700016,2026-05-14 00:00:00,2,56.44
20003,700028,2026-04-30 00:00:00,1,88.91
20023,700277,2026-06-15 00:00:00,2,83.08
20036,700371,2026-06-21 00:00:00,3,25.76
20008,700091,2026-06-06 00:00:00,1,97.8
20006,700055,2026-03-14 00:00:00,1,109.72
20035,700366,2026-05-15 00:00:00,1,63.51
20009,700105,2026-07-20 00:00:00,2,61.57
20008,700083,2026-02-26 00:00:00,1,103.04
20136,700703,2025-11-01 00:00:00,1,30.23
20030,700329,2026-01-09 00:00:00,3,44.29
20029,700322,2026-02-10 00:00:00,2,21.88
20067,700523,2026-01-16 00:00:00,2,46.04
20016,700179,2026-06-16 00:00:00,2,61.4
20011,700116,2026-06-05 00:00:00,3,68.23
20019,700218,2026-06-12 00:00:00,1,67.74
20074,700551,2026-04-05 00:00:00,1,20.78
20034,700357,2026-01-14 00:00:00,3,23.71
20060,700499,2025-10-06 00:00:00,1,40.63
20028,700316,2026-04-06 00:00:00,1,58.52
20078,700565,2026-03-14 00:00:00,1,19.43
20129,700691,2026-02-09 00:00:00,1,26.11
20016,700168,2026-04-21 00:00:00,3,56.82
20012,700128,2026-05-26 00:00:00,1,36.91
20023,700274,2026-04-18 00:00:00,3,118.78
20006,700070,2026-07-14 00:00:00,1,64.55
20098,700641,2026-03-27 00:00:00,2,44.59
20053,700478,2026-05-15 00:00:00,1,40.69
20062,700509,2026-03-03 00:00:00,2,38.02
20005,700052,2026-07-31 00:00:00,3,83.13
20001,700009,2026-05-10 00:00:00,2,71.58
20027,700311,2026-06-13 00:00:00,2,53.15
20065,700515,2025-10-09 00:00:00,2,25.17
20099,700643,2026-03-05 00:00:00,1,38.74
20069,700530,2025-12-17 00:00:00,1,32.76
20003,700022,2026-02-06 00:00:00,3,84.4
20020,700236,2026-07-18 00:00:00,2,47.23
20005,700050,2026-06-12 00:00:00,3,61.79
20024,700284,2026-07-13 00:00:00,2,78.09
20021,700242,2025-12-29 00:00:00,1,38.6
20008,700094,2026-07-13 00:00:00,1,105.8
20031,700337,2026-06-20 00:00:00,2,23.13
20013,700147,2026-07-25 00:00:00,2,112.53
